5;2008
74;0
85;2012
87;2007
112;0
113;2006
130;0
145;0
155;0
159;0
168;2005
169;0
180;0
191;2006
207;2006
208;2007
221;2014
224;2007
250;2008
251;0
254;2006
281;0
287;0
290;0
294;0
300;0
302;0
320;0
369;2006
388;2006
398;0
402;2007
421;2008
422;2005
450;2016
472;0
483;2006
485;0
495;0
497;0
500;2005
503;0
510;2006
520;2005
521;0
528;2017
541;2006
569;2006
578;2005
603;2006
616;2006
619;2014
628;0
643;0
648;0
661;0
669;2005
673;2010
685;0
687;2006
690;2005
696;2005
697;2005
701;0
716;0
717;0
726;2005
727;2005
731;2005
739;2005
746;2006
752;2006
773;2006
777;2005
795;2005
797;2005
811;0
823;0
848;2009
849;2006
850;0
853;0
864;2006
873;0
934;0
940;0
949;2006
959;2005
963;0
1017;0
1054;2007
1055;0
1059;2005
1068;2006
1069;2006
1106;0
1114;0
1115;0
1117;0
1118;0
1119;2005
1132;0
1156;0
1163;0
1166;0
1167;0
1168;0
1177;2006
1179;2005
1194;0
1201;0
1203;0
1204;0
1207;0
1212;0
1213;0
1214;0
1215;2005
1219;0
1222;0
1227;0
1228;0
1229;0
1244;0
1245;0
1246;0
1247;0
1248;0
1250;0
1261;2016
1272;2007
1287;0
1295;0
1296;0
1313;2016
1315;2014
1320;2005
1329;0
1332;0
1333;0
1337;0
1345;2006
1347;0
1348;2006
1349;2006
1352;0
1361;0
1364;2006
1366;2006
1367;2008
1372;0
1379;0
1382;0
1397;0
1399;0
1413;0
1417;0
1420;0
1423;2005
1429;2005
1440;2008
1449;0
1456;0
1458;0
1459;0
1477;2006
1484;2005
1489;0
1490;0
1495;2006
1502;0
1504;0
1517;0
1550;0
1555;0
1556;0
1558;0
1567;0
1568;2006
1575;0
1595;2006
1600;0
1603;0
1610;0
1619;0
1620;0
1621;0
1622;0
1627;0
1630;2005
1632;0
1638;0
1643;0
1644;0
1645;0
1646;2005
1649;0
1654;2006
1660;2006
1661;2005
1666;2006
1670;0
1671;0
1679;2006
1680;0
1685;0
1689;0
1691;0
1696;0
1704;0
1705;0
1707;0
1716;0
1720;0
1723;0
1736;0
1744;0
1746;2005
1750;0
1751;0
1757;2005
1758;0
1759;0
1760;0
1761;0
1765;2007
1775;2008
1781;0
1782;0
1797;0
1808;2006
1809;2005
1816;0
1817;0
1821;2006
1830;0
1838;2005
1857;0
1860;0
1861;0
1862;0
1863;0
1883;0
1885;0
1889;0
1894;2006
1901;0
1904;0
1905;0
1906;0
1909;0
1910;0
1911;0
1912;0
1913;0
1921;0
1922;2005
1928;0
1935;2005
1937;0
1946;0
1957;0
1958;0
1963;0
1970;2005
1986;0
2019;2005
2021;2006
2022;0
2034;2006
2039;0
2043;2004
2045;0
2051;0
2056;0
2064;0
2067;0
2068;0
2073;0
2080;2007
2082;2006
2086;2004
2094;0
2098;2005
2099;2006
2112;2005
2113;2005
2124;2006
2128;2005
2130;2006
2138;0
2140;0
2154;2014
2160;0
2162;2007
2163;2005
2170;2014
2171;2016
2172;0
2173;0
2174;0
2175;0
2186;0
2187;0
2194;0
2195;2006
2196;0
2199;2005
2209;0
2210;2005
2218;0
2219;0
2221;0
2234;0
2237;0
2240;0
2243;0
2244;0
2247;0
2249;0
2251;0
2252;2005
2255;0
2264;0
2265;0
2266;2006
2267;0
2268;0
2269;0
2270;0
2271;0
2272;0
2274;2005
2277;0
2283;2005
2286;0
2292;0
2303;2006
2311;0
2314;2007
2319;0
2325;0
2328;0
2330;0
2333;2006
2334;0
2338;2005
2344;0
2347;0
2348;0
2349;0
2350;0
2354;2008
2364;0
2370;0
2375;2006
2383;0
2387;0
2398;0
2409;0
2410;0
2418;0
2419;0
2420;2006
2425;0
2438;0
2440;2005
2442;2005
2443;2005
2445;0
2456;0
2458;0
2462;2005
2468;2007
2469;2007
2475;0
2479;0
2484;0
2488;0
2490;0
2491;0
2496;0
2499;2011
2500;0
2504;0
2505;0
2506;0
2519;2005
2528;2006
2532;2006
2535;0
2543;0
2546;0
2555;0
2558;0
2560;2006
2562;0
2570;0
2571;2006
2600;0
2604;0
2605;2007
2607;0
2611;0
2613;2008
2624;2006
2631;0
2633;2005
2643;0
2650;2006
2651;2016
2662;0
2666;2005
2667;0
2669;0
2673;0
2676;0
2677;0
2678;0
2680;0
2681;0
2682;0
2683;0
2684;0
2685;2006
2686;0
2693;0
2696;2007
2705;0
2706;0
2707;0
2708;0
2712;2006
2720;2005
2725;0
2749;0
2751;0
2755;2006
2759;0
2770;0
2773;0
2776;0
2779;0
2780;0
2783;0
2789;0
2790;0
2792;0
2798;0
2799;2005
2801;0
2802;0
2803;0
2808;0
2810;0
2812;0
2818;0
2825;2006
2827;2007
2828;0
2829;0
2831;0
2837;2006
2838;2005
2840;0
2842;2006
2848;0
2865;0
2871;0
2873;2005
2875;2005
2877;0
2878;2005
2879;0
2895;0
2896;0
2897;0
2909;2007
2911;0
2914;0
2925;0
2926;0
2927;0
2928;0
2933;0
2936;0
2937;0
2938;0
2947;0
2954;0
2956;0
2968;0
2980;0
2989;0
2990;0
2993;0
2994;0
2998;0
2999;0
3000;0
3005;0
3016;0
3022;0
3033;0
3039;0
3040;0
3042;0
3047;0
3049;0
3051;0
3053;0
3056;0
3057;0
3058;0
3059;0
3067;0
3069;2016
3070;2008
3076;2005
3078;0
3084;0
3086;0
3092;0
3094;0
3095;0
3103;0
3104;2006
3106;2006
3108;0
3117;2005
3123;0
3136;0
3137;2007
3138;2005
3141;0
3142;2008
3145;2005
3146;0
3147;0
3153;0
3154;0
3155;0
3157;0
3158;0
3159;0
3162;0
3166;0
3171;0
3172;0
3173;0
3185;2008
3186;2006
3187;2006
3188;2006
3192;0
3197;0
3199;2006
3200;0
3202;0
3203;2017
3206;0
3207;0
3210;2005
3211;0
3215;2005
3216;0
3217;0
3220;2005
3222;2014
3225;0
3226;0
3227;2008
3232;0
3233;0
3234;0
3236;0
3238;0
3239;0
3240;0
3242;2016
3244;0
3245;0
3253;0
3259;0
3265;0
3266;0
3267;0
3268;0
3270;2006
3275;0
3281;2006
3288;0
3291;2005
3297;2005
3299;2005
3307;0
3308;0
3313;0
3314;0
3315;0
3316;0
3318;0
3319;0
3322;0
3325;0
3333;0
3342;0
3354;2005
3365;2007
3371;2005
3372;2005
3381;0
3384;0
3385;2005
3394;0
3396;0
3397;0
3400;0
3406;2005
3419;0
3420;0
3422;0
3423;2005
3424;2005
3438;0
3441;0
3442;0
3447;0
3453;0
3457;0
3458;0
3470;2005
3481;2007
3482;2006
3505;2006
3513;2006
3533;2008
3535;2008
3558;2006
3570;2006
3589;2006
3596;2006
3604;2008
3613;2006
3626;2006
3631;2006
3641;2006
3664;2006
3674;2006
3686;2007
3693;2008
3695;2014
3713;2014
3714;2008
3717;2006
3727;2006
3728;2006
3735;2006
3736;2006
3747;2007
3753;2006
3758;2008
3766;2006
3784;2006
3790;2006
3802;2007
3814;2006
